sentence	source	start
sketch 3 correctly enforces buffer full and buffer empty conditions using semaphores. however, there is no mutual exclusion. two threads can be in the critical section at the same time, which would corrupt the data structure or least lead to data loss. the fix is to wrap a mutex around the critical section:	the data structure	206
sketch 3 correctly enforces buffer full and buffer empty conditions using semaphores. however, there is no mutual exclusion. two threads can be in the critical section at the same time, which would corrupt the data structure or least lead to data loss. the fix is to wrap a mutex around the critical section:	section	160
double pop() { pthread_mutex_lock(&m); sem_wait(&sitems); double v= values[--count]; pthread_mutex_unlock(&m); sem_post(&sremain); return v; } void push(double v) { sem_wait(&sremain); pthread_mutex_lock(&m); values[count++] = v; pthread_mutex_unlock(&m); sem_post(&sitems); }	thread	16
7.4 software solutions to the critical section	section	39
as already discussed, there are critical parts of our code that can only be executed by one thread at a time. we describe this requirement as ‘mutual exclusion’. only one thread (or process) may have access to the shared resource. in multi-threaded programs, we can wrap a critical section with mutex lock and unlock calls:	thread	92
as already discussed, there are critical parts of our code that can only be executed by one thread at a time. we describe this requirement as ‘mutual exclusion’. only one thread (or process) may have access to the shared resource. in multi-threaded programs, we can wrap a critical section with mutex lock and unlock calls:	code	54
as already discussed, there are critical parts of our code that can only be executed by one thread at a time. we describe this requirement as ‘mutual exclusion’. only one thread (or process) may have access to the shared resource. in multi-threaded programs, we can wrap a critical section with mutex lock and unlock calls:	section	282
pthread_mutex_lock(p_mutex_t *m) { while(m->lock) ; m->lock = 1; } pthread_mutex_unlock(p_mutex_t *m) { m->lock = 0; }	thread	1
as we touched on earlier, this implementation does not satisfy mutual exclusion even considering that threads can unlock other threads locks. let’s take a close look at this ‘implementation’ from two threads running around the same time.	thread	102
to simplify the discussion, we consider only two threads. note these arguments work for threads and processes and the classic cs literature discusses these problems in terms of two processes that need exclusive access to a critical section or shared resource. raising a flag represents a thread/process’s intention to enter the critical section.	thread	49
to simplify the discussion, we consider only two threads. note these arguments work for threads and processes and the classic cs literature discusses these problems in terms of two processes that need exclusive access to a critical section or shared resource. raising a flag represents a thread/process’s intention to enter the critical section.	a thread	286
to simplify the discussion, we consider only two threads. note these arguments work for threads and processes and the classic cs literature discusses these problems in terms of two processes that need exclusive access to a critical section or shared resource. raising a flag represents a thread/process’s intention to enter the critical section.	section	232
there are three main desirable properties that we desire in a solution to the critical section problem.	section	87
1. mutual exclusion. the thread/process gets exclusive access. others must wait until it exits the critical section.	thread	25
1. mutual exclusion. the thread/process gets exclusive access. others must wait until it exits the critical section.	section	108
2. bounded wait. a thread/process cannot get superseded by another thread infinite amounts of time.	thread	19
2. bounded wait. a thread/process cannot get superseded by another thread infinite amounts of time.	a thread	17
3. progress. if no thread/process is inside the critical section, the thread/process should be able to proceed without having to wait.	thread	19
3. progress. if no thread/process is inside the critical section, the thread/process should be able to proceed without having to wait.	section	57
with these ideas in mind, let’s examine another candidate solution that uses a turn-based flag only if two threads both required access at the same time.	thread	107
remember that the pseudo-code outlined below is part of a larger program. the thread or process will typically need to enter the critical section many times during the lifetime of the process. so, imagine each example as wrapped inside a loop where for a random amount of time the thread or process is working on something else.	thread	78
remember that the pseudo-code outlined below is part of a larger program. the thread or process will typically need to enter the critical section many times during the lifetime of the process. so, imagine each example as wrapped inside a loop where for a random amount of time the thread or process is working on something else.	code	25
remember that the pseudo-code outlined below is part of a larger program. the thread or process will typically need to enter the critical section many times during the lifetime of the process. so, imagine each example as wrapped inside a loop where for a random amount of time the thread or process is working on something else.	section	138
answer: candidate solution #1 also suffers from a race condition because both threads/processes could read each other’s flag value as lowered and continue.	thread	78
this suggests we should raise the flag before checking the other thread’s flag, which is candidate solution #2 below.	thread	65
candidate #2 satisfies mutual exclusion. it is impossible for two threads to be inside the critical section at the same time. however, this code suffers from deadlock! suppose two threads wish to enter the critical section at the same time.	thread	66
candidate #2 satisfies mutual exclusion. it is impossible for two threads to be inside the critical section at the same time. however, this code suffers from deadlock! suppose two threads wish to enter the critical section at the same time.	code	140
candidate #2 satisfies mutual exclusion. it is impossible for two threads to be inside the critical section at the same time. however, this code suffers from deadlock! suppose two threads wish to enter the critical section at the same time.	section	100
thread 1 raise flag wait	thread	0
thread 2 raise flag wait	thread	0
both processes are now waiting for the other one to lower their flags. neither one will enter the critical section as both are now stuck forever! this suggests we should use a turn-based variable to try to resolve who should proceed.	section	107
the following candidate solution #3 uses a turn-based variable to politely allow one thread and then the other to continue	the following	0
the following candidate solution #3 uses a turn-based variable to politely allow one thread and then the other to continue	thread	85
candidate #3 satisfies mutual exclusion. each thread or process gets exclusive access to the critical section.	thread	46
candidate #3 satisfies mutual exclusion. each thread or process gets exclusive access to the critical section.	section	102
however, both threads/processes must take a strict turn-based approach to use the critical section. they are forced into an alternating critical section access pattern. if thread 1 wishes to read a hash table every millisecond, but another thread writes to a hash table every second, then the reading thread would have to wait another 999ms before being able to read from the hash table again. this ‘solution’ is ineffective because our threads should be able to make progress and enter the critical section if no other thread is currently in the critical section.	thread	14
however, both threads/processes must take a strict turn-based approach to use the critical section. they are forced into an alternating critical section access pattern. if thread 1 wishes to read a hash table every millisecond, but another thread writes to a hash table every second, then the reading thread would have to wait another 999ms before being able to read from the hash table again. this ‘solution’ is ineffective because our threads should be able to make progress and enter the critical section if no other thread is currently in the critical section.	section	91
is the following a correct solution to csp?	the following	3
candidate #4 fails because a thread does not wait until the other thread lowers its flag. after some thought or inspiration, the following scenario can be created to demonstrate how mutual exclusion is not satisfied.	the following	125
candidate #4 fails because a thread does not wait until the other thread lowers its flag. after some thought or inspiration, the following scenario can be created to demonstrate how mutual exclusion is not satisfied.	thread	29
candidate #4 fails because a thread does not wait until the other thread lowers its flag. after some thought or inspiration, the following scenario can be created to demonstrate how mutual exclusion is not satisfied.	a thread	27
imagine the first thread runs this code twice. the turn flag now points to the second thread. while the first thread is still inside the critical section, the second thread arrives. the second thread can immediately continue into the critical section!	thread	18
imagine the first thread runs this code twice. the turn flag now points to the second thread. while the first thread is still inside the critical section, the second thread arrives. the second thread can immediately continue into the critical section!	code	35
imagine the first thread runs this code twice. the turn flag now points to the second thread. while the first thread is still inside the critical section, the second thread arrives. the second thread can immediately continue into the critical section!	section	146
notice how the process’s flag is always raised during the critical section no matter if the loop is iterated zero, once or more times. further, the flag can be interpreted as an immediate intent to enter the critical section. only if the other process has also raised the flag will one process defer, lower their intent flag and wait. let’s check the conditions.	section	67
notice how the process’s flag is always raised during the critical section no matter if the loop is iterated zero, once or more times. further, the flag can be interpreted as an immediate intent to enter the critical section. only if the other process has also raised the flag will one process defer, lower their intent flag and wait. let’s check the conditions.	the loop	88
1. mutual exclusion. let’s try to sketch a simple proof. the loop invariant is that at the start of checking the condition, your flag has to be raised – this is by exhaustion. since the only way that a thread can leave the loop is by having the condition be false, the flag must be raised for the entirety of the critical section. since the loop prevents a thread from exiting while the other thread’s flag is raised and a thread has its flag raised in the critical section, the other thread can’t enter the critical section at the same time.	thread	202
1. mutual exclusion. let’s try to sketch a simple proof. the loop invariant is that at the start of checking the condition, your flag has to be raised – this is by exhaustion. since the only way that a thread can leave the loop is by having the condition be false, the flag must be raised for the entirety of the critical section. since the loop prevents a thread from exiting while the other thread’s flag is raised and a thread has its flag raised in the critical section, the other thread can’t enter the critical section at the same time.	a thread	200
1. mutual exclusion. let’s try to sketch a simple proof. the loop invariant is that at the start of checking the condition, your flag has to be raised – this is by exhaustion. since the only way that a thread can leave the loop is by having the condition be false, the flag must be raised for the entirety of the critical section. since the loop prevents a thread from exiting while the other thread’s flag is raised and a thread has its flag raised in the critical section, the other thread can’t enter the critical section at the same time.	section	322
1. mutual exclusion. let’s try to sketch a simple proof. the loop invariant is that at the start of checking the condition, your flag has to be raised – this is by exhaustion. since the only way that a thread can leave the loop is by having the condition be false, the flag must be raised for the entirety of the critical section. since the loop prevents a thread from exiting while the other thread’s flag is raised and a thread has its flag raised in the critical section, the other thread can’t enter the critical section at the same time.	the loop	57
2. bounded wait. assuming that the critical section ends in finite time, a thread once it has left the critical section cannot then get the critical section back. the reason being is the turn variable is set to the other thread, meaning that that thread now has priority. that means a thread cannot be superseded infinitely by another thread.	thread	75
2. bounded wait. assuming that the critical section ends in finite time, a thread once it has left the critical section cannot then get the critical section back. the reason being is the turn variable is set to the other thread, meaning that that thread now has priority. that means a thread cannot be superseded infinitely by another thread.	a thread	73
2. bounded wait. assuming that the critical section ends in finite time, a thread once it has left the critical section cannot then get the critical section back. the reason being is the turn variable is set to the other thread, meaning that that thread now has priority. that means a thread cannot be superseded infinitely by another thread.	section	44
3. progress. if the other thread isn’t in the critical section, it will simply continue with a simple check. we didn’t make any statement about if threads are randomly stopped by the system scheduler. this is an idealized scenario where threads will keep executing instructions.	thread	26
3. progress. if the other thread isn’t in the critical section, it will simply continue with a simple check. we didn’t make any statement about if threads are randomly stopped by the system scheduler. this is an idealized scenario where threads will keep executing instructions.	system	183
3. progress. if the other thread isn’t in the critical section, it will simply continue with a simple check. we didn’t make any statement about if threads are randomly stopped by the system scheduler. this is an idealized scenario where threads will keep executing instructions.	section	55
this solution satisfies mutual exclusion, bounded wait and progress. if thread #2 has set turn to 2 and is currently inside the critical section. thread #1 arrives, sets the turn back to 1 and now waits until thread 2 lowers the flag.	thread	72
this solution satisfies mutual exclusion, bounded wait and progress. if thread #2 has set turn to 2 and is currently inside the critical section. thread #1 arrives, sets the turn back to 1 and now waits until thread 2 lowers the flag.	section	137
1. mutual exclusion. let’s try to sketch a simple proof again. a thread doesn’t get into the critical section until the turn variable is yours or the other thread’s flag isn’t up. if the other thread’s flag isn’t up, it isn’t trying to enter the critical section. that is the first action the thread does and the last action the thread undoes. if the turn variable is set to this thread, that means that the other thread has given the control to this thread.	thread	65
1. mutual exclusion. let’s try to sketch a simple proof again. a thread doesn’t get into the critical section until the turn variable is yours or the other thread’s flag isn’t up. if the other thread’s flag isn’t up, it isn’t trying to enter the critical section. that is the first action the thread does and the last action the thread undoes. if the turn variable is set to this thread, that means that the other thread has given the control to this thread.	a thread	63
1. mutual exclusion. let’s try to sketch a simple proof again. a thread doesn’t get into the critical section until the turn variable is yours or the other thread’s flag isn’t up. if the other thread’s flag isn’t up, it isn’t trying to enter the critical section. that is the first action the thread does and the last action the thread undoes. if the turn variable is set to this thread, that means that the other thread has given the control to this thread.	section	102
since my flag is raised and the turn variable is set, the other thread has to wait in the loop until the current thread is done.	thread	64
since my flag is raised and the turn variable is set, the other thread has to wait in the loop until the current thread is done.	the loop	86
2. bounded wait. after one thread lowers, a thread waiting in the while loop will leave because the first condition is broken. this means that threads cannot win all the time.	thread	27
2. bounded wait. after one thread lowers, a thread waiting in the while loop will leave because the first condition is broken. this means that threads cannot win all the time.	a thread	42
3. progress. if no other thread is contesting, other thread’s flags are not up. that means that a thread can go past the while loop and do critical section items.	thread	25
3. progress. if no other thread is contesting, other thread’s flags are not up. that means that a thread can go past the while loop and do critical section items.	a thread	96
3. progress. if no other thread is contesting, other thread’s flags are not up. that means that a thread can go past the while loop and do critical section items.	section	148
now that we have a solution to the critical section problem, we can reasonably implement a mutex. how would we implement other synchronization primitives? let’s start with a semaphore. to implement a semaphore with efficient cpu usage, we will say that we have implemented a condition variable. implementing an o(1) space condition variable using only a mutex is not trivial, or at least an o(1) heap condition variable is not trivial. we don’t want to call malloc while implementing a primitive, or we may deadlock!	a mutex	89
now that we have a solution to the critical section problem, we can reasonably implement a mutex. how would we implement other synchronization primitives? let’s start with a semaphore. to implement a semaphore with efficient cpu usage, we will say that we have implemented a condition variable. implementing an o(1) space condition variable using only a mutex is not trivial, or at least an o(1) heap condition variable is not trivial. we don’t want to call malloc while implementing a primitive, or we may deadlock!	section	44
 each semaphore needs a count, a condition variable and a mutex	a mutex	56
typedef struct sem_t { ssize_t count; pthread_mutex_t m; pthread_condition_t cv; } sem_t;	thread	39
typedef struct sem_t { ssize_t count; pthread_mutex_t m; pthread_condition_t cv; } sem_t;	type	0
s->count = value; pthread_mutex_init(&s->m, null); pthread_cond_init(&s->cv, null); return 0; }	thread	19
our implementation of sem_post needs to increment the count. we will also wake up any threads sleeping inside the condition variable. notice we lock and unlock the mutex so only one thread can be inside the critical section at a time.	thread	86
our implementation of sem_post needs to increment the count. we will also wake up any threads sleeping inside the condition variable. notice we lock and unlock the mutex so only one thread can be inside the critical section at a time.	section	216
void sem_post(sem_t *s) { pthread_mutex_lock(&s->m); s->count++; pthread_cond_signal(&s->cv); /* a woken thread must acquire the lock, so it will also have to wait until we call unlock*/ pthread_mutex_unlock(&s->m); }	thread	27
our implementation of sem_wait may need to sleep if the semaphore’s count is zero. just like sem_post, we wrap the critical section using the lock, so only one thread can be executing our code at a time. notice if the thread does need to wait then the mutex will be unlocked, allowing another thread to enter sem_post and awaken us from our sleep!	thread	160
our implementation of sem_wait may need to sleep if the semaphore’s count is zero. just like sem_post, we wrap the critical section using the lock, so only one thread can be executing our code at a time. notice if the thread does need to wait then the mutex will be unlocked, allowing another thread to enter sem_post and awaken us from our sleep!	code	188
our implementation of sem_wait may need to sleep if the semaphore’s count is zero. just like sem_post, we wrap the critical section using the lock, so only one thread can be executing our code at a time. notice if the thread does need to wait then the mutex will be unlocked, allowing another thread to enter sem_post and awaken us from our sleep!	section	124
also notice that even if a thread is woken up before it returns from pthread_cond_wait, it must re-acquire the lock, so it will have to wait until sem_post finishes.	thread	27
also notice that even if a thread is woken up before it returns from pthread_cond_wait, it must re-acquire the lock, so it will have to wait until sem_post finishes.	a thread	25
void sem_wait(sem_t *s) { pthread_mutex_lock(&s->m); while (s->count == 0) { pthread_cond_wait(&s->cv, &s->m); /*unlock mutex, wait, relock mutex*/ } s->count--; pthread_mutex_unlock(&s->m); }	thread	27
that is a complete implementation of a counting semaphore notice that we are calling sem_post every single time. in practice, this means sem_post would unnecessary call pthread_cond_signal even if there are no waiting threads. a more efficient implementation would only call pthread_cond_signal when necessary i.e.	thread	170
/* did we increment from zero to one- time to signal a thread sleeping inside sem_post */ if (s->count == 1) /* wake up one waiting thread!*/ pthread_cond_signal(&s->cv);	thread	55
/* did we increment from zero to one- time to signal a thread sleeping inside sem_post */ if (s->count == 1) /* wake up one waiting thread!*/ pthread_cond_signal(&s->cv);	a thread	53
 a production semaphore implementation may include a queue to ensure fairness and priority. meaning, we wake up the highest-priority and/or longest sleeping thread.	thread	157
 an advanced use of sem_init allows semaphores to be shared across processes. our implementation only works for threads inside the same process. we could fix this by setting the condition variable and mutex attributes.	thread	112
implementing a condition variable with a mutex is complex, so we’ve left that in the appendix.	a mutex	39
suppose we wanted to perform a multi-threaded calculation that has two stages, but we don’t want to advance to the second stage until the first stage is completed. we could use a synchronization method called a barrier.	thread	37
when a thread reaches a barrier, it will wait at the barrier until all the threads reach the barrier, and then they’ll all proceed together.	thread	7
when a thread reaches a barrier, it will wait at the barrier until all the threads reach the barrier, and then they’ll all proceed together.	a thread	5
pthreads has a function pthread_barrier_wait() that implements this. you’ll need to declare a pthread_barrier_t variable and initialize it with pthread_barrier_init(). pthread_barrier_init() takes the number of threads that will be participating in the barrier as an argument. here is a sample program using barriers.	thread	1
#define _gnu_source #include <stdio.h> #include <stdlib.h> #include <unistd.h> #include <pthread.h> #include <time.h> #define thread_count 4 pthread_barrier_t mybarrier; void* threadfn(void *id_ptr) { int thread_id = *(int*)id_ptr;	thread	90
int wait_sec = 1 + rand() % 5; printf("thread %d: wait for %d seconds.\n", thread_id, wait_sec); sleep(wait_sec); printf("thread %d: i’m ready...\n", thread_id); pthread_barrier_wait(&mybarrier); printf("thread %d: going!\n", thread_id); return null; }	thread	39
int wait_sec = 1 + rand() % 5; printf("thread %d: wait for %d seconds.\n", thread_id, wait_sec); sleep(wait_sec); printf("thread %d: i’m ready...\n", thread_id); pthread_barrier_wait(&mybarrier); printf("thread %d: going!\n", thread_id); return null; }	printf	31
int main() { int i; pthread_t ids[thread_count]; int short_ids[thread_count]; srand(time(null)); pthread_barrier_init(&mybarrier, null, thread_count + 1); for (i=0; i < thread_count; i++) { short_ids[i] = i; pthread_create(&ids[i], null, threadfn, &short_ids[i]); } printf("main() is ready.\n"); pthread_barrier_wait(&mybarrier); printf("main() is going!\n"); for (i=0; i < thread_count; i++) { pthread_join(ids[i], null); } pthread_barrier_destroy(&mybarrier); return 0; }	thread	21
int main() { int i; pthread_t ids[thread_count]; int short_ids[thread_count]; srand(time(null)); pthread_barrier_init(&mybarrier, null, thread_count + 1); for (i=0; i < thread_count; i++) { short_ids[i] = i; pthread_create(&ids[i], null, threadfn, &short_ids[i]); } printf("main() is ready.\n"); pthread_barrier_wait(&mybarrier); printf("main() is going!\n"); for (i=0; i < thread_count; i++) { pthread_join(ids[i], null); } pthread_barrier_destroy(&mybarrier); return 0; }	printf	266
now let’s implement our own barrier and use it to keep all the threads in sync in a large calculation. here is our thought process, 1. threads do first calculation (use and change values in data) 2. barrier! wait for all threads to finish first calculation before continuing 3. threads do second calculation (use and change values in data)	thread	63
the thread function has four main parts-	thread	4
our main thread will create the 16 threads, and we will divide each calculation into 16 separate pieces. each thread will be given a unique value (0,1,2,..15), so it can work on its own block. since a (void*) type can hold small integers, we will pass the value of i by casting it to a void pointer.	thread	9
our main thread will create the 16 threads, and we will divide each calculation into 16 separate pieces. each thread will be given a unique value (0,1,2,..15), so it can work on its own block. since a (void*) type can hold small integers, we will pass the value of i by casting it to a void pointer.	block	186
our main thread will create the 16 threads, and we will divide each calculation into 16 separate pieces. each thread will be given a unique value (0,1,2,..15), so it can work on its own block. since a (void*) type can hold small integers, we will pass the value of i by casting it to a void pointer.	type	209
our main thread will create the 16 threads, and we will divide each calculation into 16 separate pieces. each thread will be given a unique value (0,1,2,..15), so it can work on its own block. since a (void*) type can hold small integers, we will pass the value of i by casting it to a void pointer.	pointer	291
note, we will never dereference this pointer value as an actual memory location.	memory	64
note, we will never dereference this pointer value as an actual memory location.	pointer	37
after calculation 1 completes, we need to wait for the slower threads unless we are the last thread! so, keep track of the number of threads that have arrived at our barrier ‘checkpoint’.	thread	62
however, the code has a few flaws. one is two threads might try to decrement remain. the other is the loop is a busy loop. we can do better! let’s use a condition variable and then we will use a broadcast/signal functions to wake up the sleeping threads.	thread	46
however, the code has a few flaws. one is two threads might try to decrement remain. the other is the loop is a busy loop. we can do better! let’s use a condition variable and then we will use a broadcast/signal functions to wake up the sleeping threads.	code	13
however, the code has a few flaws. one is two threads might try to decrement remain. the other is the loop is a busy loop. we can do better! let’s use a condition variable and then we will use a broadcast/signal functions to wake up the sleeping threads.	the loop	98
a reminder, a condition variable is similar to a house! threads go there to sleep (pthread_cond_wait). a threa can choose to wake up one thread (pthread_cond_signal) or all of them (pthread_cond_broadcast).	thread	56
if there are no threads currently waiting then these two calls have no effect.	thread	16
a condition variable version is usually similar to a busy loop incorrect solution - as we will show next. first, let’s add a mutex and condition global variables and don’t forget to initialize them in main.	a mutex	123
we will use the mutex to ensure that only one thread modifies remain at a time. the last arriving thread needs to wake up all sleeping threads - so we will use pthread_cond_broadcast(cv) not pthread_cond_signal	thread	46
pthread_mutex_lock(&m); remain--; if (remain == 0) { pthread_cond_broadcast(&cv); } else { while(remain != 0) { pthread_cond_wait(&cv, &m); } } pthread_mutex_unlock(&m);	thread	1
when a thread enters pthread_cond_wait, it releases the mutex and sleeps. after, the thread will be woken up. once we bring a thread back from its sleep, before returning it must wait until it can lock the mutex. notice that even if a sleeping thread wakes up early, it will check the while loop condition and re-enter wait if necessary.	thread	7
when a thread enters pthread_cond_wait, it releases the mutex and sleeps. after, the thread will be woken up. once we bring a thread back from its sleep, before returning it must wait until it can lock the mutex. notice that even if a sleeping thread wakes up early, it will check the while loop condition and re-enter wait if necessary.	a thread	5
the above barrier is not reusable. meaning that if we stick it into any old calculation loop there is a good chance that the code will encounter a condition where the barrier either deadlocks or thread races ahead one iteration faster. why is that? because of the ambitious thread.	thread	195
the above barrier is not reusable. meaning that if we stick it into any old calculation loop there is a good chance that the code will encounter a condition where the barrier either deadlocks or thread races ahead one iteration faster. why is that? because of the ambitious thread.	code	125
we will assume that one thread is much faster than all the other threads. with the barrier api, this thread should be waiting, but it may not be. to make it concrete, let’s look at this code	thread	24
we will assume that one thread is much faster than all the other threads. with the barrier api, this thread should be waiting, but it may not be. to make it concrete, let’s look at this code	code	186
what happens if a thread becomes ambitious. well 1. many other threads wait on the condition variable 2. the last thread broadcasts.	thread	18
what happens if a thread becomes ambitious. well 1. many other threads wait on the condition variable 2. the last thread broadcasts.	a thread	16
3. a single thread leaves the while loop.	thread	12
4. this single thread performs its calculation before any other threads even wake up 5. reset the number of remaining threads and goes back to sleep.	thread	15
all the other threads who should’ve woken up never do and our implementation deadlocks. how would you go about solving this? hint: if multiple threads call barrier_wait in a loop then one can guarantee that they are on the same iteration.	thread	14
imagine you had a key-value map data structure that is used by many threads. multiple threads should be able to look up (read) values at the same time provided the data structure is not being written to. the writers are not so gregarious. to avoid data corruption, only one thread at a time may modify (write) the data structure and no readers may be reading at that time.	a struct	35
imagine you had a key-value map data structure that is used by many threads. multiple threads should be able to look up (read) values at the same time provided the data structure is not being written to. the writers are not so gregarious. to avoid data corruption, only one thread at a time may modify (write) the data structure and no readers may be reading at that time.	thread	68
imagine you had a key-value map data structure that is used by many threads. multiple threads should be able to look up (read) values at the same time provided the data structure is not being written to. the writers are not so gregarious. to avoid data corruption, only one thread at a time may modify (write) the data structure and no readers may be reading at that time.	the data structure	160
an incorrect attempt is shown below (“lock” is a shorthand for pthread_mutex_lock):	thread	64
our second attempt suffers from a race condition. imagine if two threads both called read and write or both called write at the same time. both threads would be able to proceed! secondly, we can have multiple readers and multiple writers, so let’s keep track of the total number of readers or writers which brings us to attempt #3.	thread	65
remember that pthread_cond_wait performs three actions. firstly, it atomically unlocks the mutex and then sleeps (until it is woken by pthread_cond_signal or pthread_cond_broadcast). thirdly, the awoken thread must re-acquire the mutex lock before returning. thus only one thread can actually be running inside the critical section defined by the lock and unlock() methods.	thread	15
remember that pthread_cond_wait performs three actions. firstly, it atomically unlocks the mutex and then sleeps (until it is woken by pthread_cond_signal or pthread_cond_broadcast). thirdly, the awoken thread must re-acquire the mutex lock before returning. thus only one thread can actually be running inside the critical section defined by the lock and unlock() methods.	section	324
does this mean that a writer and read could read and write at the same time? no! first of all, remember cond_wait requires the thread re-acquire the mutex lock before returning. thus only one thread can be executing code inside the critical section (marked with **) at a time!	thread	127
does this mean that a writer and read could read and write at the same time? no! first of all, remember cond_wait requires the thread re-acquire the mutex lock before returning. thus only one thread can be executing code inside the critical section (marked with **) at a time!	code	216
does this mean that a writer and read could read and write at the same time? no! first of all, remember cond_wait requires the thread re-acquire the mutex lock before returning. thus only one thread can be executing code inside the critical section (marked with **) at a time!	section	241
candidate #3 above also uses pthread_cond_signal. this will only wake up one thread. if many readers are waiting for the writer to complete, only one sleeping reader will be awoken from their slumber. the reader and writer should use cond_broadcast so that all threads should wake up and check their while-loop condition.	thread	30
the “holding pen” can be implemented using a variable and a condition variable so that we can wake up the threads once the writer has finished.	thread	106
can you identify any improvements? for example, how would you improve the code so that we only woke up readers or one writer?	code	74
a ring buffer is a simple, usually fixed-sized, storage mechanism where contiguous memory is treated as if it is circular, and two index counters keep track of the current beginning and end of the queue. as array indexing is not circular, the index counters must wrap around to zero when moved past the end of the array. as data is added (enqueued) to the front of the queue or removed (dequeued) from the tail of the queue, the current items in the buffer form a train that appears to circle the track a simple (single-threaded) implementation is shown below. note, enqueue and dequeue do not guard against underflow or overflow. it’s possible to add an item when the queue is full and possible to remove an item when the queue is empty. if we added 20 integers (1, 2, 3, . . . , 20) to the queue and did not dequeue any items then values, 17,18,19,20 would overwrite the 1,2,3,4. we won’t fix this problem right now, instead of when we create the multi-threaded version we will ensure enqueue-ing and dequeue-ing threads are blocked while the ring buffer is full or empty respectively.	thread	520
a ring buffer is a simple, usually fixed-sized, storage mechanism where contiguous memory is treated as if it is circular, and two index counters keep track of the current beginning and end of the queue. as array indexing is not circular, the index counters must wrap around to zero when moved past the end of the array. as data is added (enqueued) to the front of the queue or removed (dequeued) from the tail of the queue, the current items in the buffer form a train that appears to circle the track a simple (single-threaded) implementation is shown below. note, enqueue and dequeue do not guard against underflow or overflow. it’s possible to add an item when the queue is full and possible to remove an item when the queue is empty. if we added 20 integers (1, 2, 3, . . . , 20) to the queue and did not dequeue any items then values, 17,18,19,20 would overwrite the 1,2,3,4. we won’t fix this problem right now, instead of when we create the multi-threaded version we will ensure enqueue-ing and dequeue-ing threads are blocked while the ring buffer is full or empty respectively.	a ring buffer	0
a ring buffer is a simple, usually fixed-sized, storage mechanism where contiguous memory is treated as if it is circular, and two index counters keep track of the current beginning and end of the queue. as array indexing is not circular, the index counters must wrap around to zero when moved past the end of the array. as data is added (enqueued) to the front of the queue or removed (dequeued) from the tail of the queue, the current items in the buffer form a train that appears to circle the track a simple (single-threaded) implementation is shown below. note, enqueue and dequeue do not guard against underflow or overflow. it’s possible to add an item when the queue is full and possible to remove an item when the queue is empty. if we added 20 integers (1, 2, 3, . . . , 20) to the queue and did not dequeue any items then values, 17,18,19,20 would overwrite the 1,2,3,4. we won’t fix this problem right now, instead of when we create the multi-threaded version we will ensure enqueue-ing and dequeue-ing threads are blocked while the ring buffer is full or empty respectively.	memory	83
a ring buffer is a simple, usually fixed-sized, storage mechanism where contiguous memory is treated as if it is circular, and two index counters keep track of the current beginning and end of the queue. as array indexing is not circular, the index counters must wrap around to zero when moved past the end of the array. as data is added (enqueued) to the front of the queue or removed (dequeued) from the tail of the queue, the current items in the buffer form a train that appears to circle the track a simple (single-threaded) implementation is shown below. note, enqueue and dequeue do not guard against underflow or overflow. it’s possible to add an item when the queue is full and possible to remove an item when the queue is empty. if we added 20 integers (1, 2, 3, . . . , 20) to the queue and did not dequeue any items then values, 17,18,19,20 would overwrite the 1,2,3,4. we won’t fix this problem right now, instead of when we create the multi-threaded version we will ensure enqueue-ing and dequeue-ing threads are blocked while the ring buffer is full or empty respectively.	block	1027
it’s tempting to write the enqueue or dequeue method in the following compact form.	the following	56
this buffer does not yet prevent overwrites. for that, we’ll turn to our multi-threaded attempt that will block a thread until there is space or there is at least one item to remove.	thread	79
this buffer does not yet prevent overwrites. for that, we’ll turn to our multi-threaded attempt that will block a thread until there is space or there is at least one item to remove.	block	106
this buffer does not yet prevent overwrites. for that, we’ll turn to our multi-threaded attempt that will block a thread until there is space or there is at least one item to remove.	a thread	112
7.8.2 multithreaded correctness	thread	11
the following code is an incorrect implementation. what will happen? will enqueue and/or dequeue block? is mutual exclusion satisfied? can the buffer underflow? can the buffer overflow? for clarity, pthread_mutex is shortened to p_m and we assume sem_wait cannot be interrupted.	the following	0
the following code is an incorrect implementation. what will happen? will enqueue and/or dequeue block? is mutual exclusion satisfied? can the buffer underflow? can the buffer overflow? for clarity, pthread_mutex is shortened to p_m and we assume sem_wait cannot be interrupted.	thread	200
the following code is an incorrect implementation. what will happen? will enqueue and/or dequeue block? is mutual exclusion satisfied? can the buffer underflow? can the buffer overflow? for clarity, pthread_mutex is shortened to p_m and we assume sem_wait cannot be interrupted.	code	14
the following code is an incorrect implementation. what will happen? will enqueue and/or dequeue block? is mutual exclusion satisfied? can the buffer underflow? can the buffer overflow? for clarity, pthread_mutex is shortened to p_m and we assume sem_wait cannot be interrupted.	block	97
before reading on, see how many mistakes you can find. then determine what would happen if threads called the enqueue and dequeue methods.	thread	91
 the initial value of s1 is 16, so the semaphore will never be reduced to zero - enqueue will not block if the ring buffer is full - so overflow is possible.	block	98
 the initial value of s2 is zero, so calls to dequeue will always block and never return!	block	66
the following code is an incorrect implementation. what will happen? will enqueue and/or dequeue block? is mutual exclusion satisfied? can the buffer underflow? can the buffer overflow? for clarity pthread_mutex is shortened to p_m and we assume sem_wait cannot be interrupted.	the following	0
