Line	Processed_line
teams, contributing potential technical workarounds, and acting as a technical expert for IT solutions within a global IT team. The ideal candidate has a bachelor's degree in computer science or information technology, at least one year of experience with	teams , contributing potential technical workarounds , and acting as a technical expert for it solutions within a global it team . the ideal candidate has a bachelor 's degree in computer science or information technology , at least one year of experience with
Windows and Unix/Linux administrative services, web services, configuration and release management, possesses strong analytical, problem solving, and customer communication skills, and is self-motivated and works effectively with little instruction.	windows and unix / linux administrative services , web services , configuration and release management , possesses strong analytical , problem solving , and customer communication skills , and is self - motivated and works effectively with little instruction .
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. WCN 02-200-203	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . wcn 02 - 200 - 203
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. Due to electronic rights, some third party content may be suppressed from the eBook and/or eChapter(s).	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . due to electronic rights , some third party content may be suppressed from the ebook and/or echapter(s ) .
Editorial review has deemed that any suppressed content does not materially affect the overall learning experience. Cengage Learning reserves the right to remove additional content at any time if subsequent rights restrictions require it.	editorial review has deemed that any suppressed content does not materially affect the overall learning experience . cengage learning reserves the right to remove additional content at any time if subsequent rights restrictions require it .
17-3 Describe how operations managers face the special challenges posed by the provision of services	17 - 3 describe how operations managers face the special challenges posed by the provision of services
17-5 Describe the strategies operations managers have used to improve the quality of goods and services	17 - 5 describe the strategies operations managers have used to improve the quality of goods and services
Operations management is concerned with managing all of the activities involved in creating value by producing goods and services and distributing them to customers. When operations managers do their job well, their firms produce the right goods and services in the right quantities and distribute them to the right customers at the right time—all the while keeping quality high and costs low. Obviously, the decisions of operations managers can have a major impact on a firm's revenues and its costs, and thus on its overall profitability. operations management	operations management is concerned with managing all of the activities involved in creating value by producing goods and services and distributing them to customers . when operations managers do their job well , their firms produce the right goods and services in the right quantities and distribute them to the right customers at the right time — all the while keeping quality high and costs low . obviously , the decisions of operations managers can have a major impact on a firm 's revenues and its costs , and thus on its overall profitability . operations management
Managing all of the activities involved in creating value by producing goods and services and distributing them to customers.	managing all of the activities involved in creating value by producing goods and services and distributing them to customers .
technologies, shifts in the structure of the economy, challenges posed by global competition, and concerns about the impact of production on the environment have fueled this revolution. Let's begin by identifying the key changes that have characterized the practice of operations management over the last five decades.	technologies , shifts in the structure of the economy , challenges posed by global competition , and concerns about the impact of production on the environment have fueled this revolution . let 's begin by identifying the key changes that have characterized the practice of operations management over the last five decades .
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. WCN 02-200-203	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . wcn 02 - 200 - 203
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. Due to electronic rights, some third party content may be suppressed from the eBook and/or eChapter(s).	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . due to electronic rights , some third party content may be suppressed from the ebook and/or echapter(s ) .
Editorial review has deemed that any suppressed content does not materially affect the overall learning experience. Cengage Learning reserves the right to remove additional content at any time if subsequent rights restrictions require it.	editorial review has deemed that any suppressed content does not materially affect the overall learning experience . cengage learning reserves the right to remove additional content at any time if subsequent rights restrictions require it .
producing a product at the lowest cost. For example, passenger planes make money in the air, not sitting at the airport gate. So airlines strive to be as efficient as possible when “turning” planes. This means unloading the arriving passengers and luggage as quickly as possible, and then loading the departing passengers and luggage equally quickly. Ground crews must also hook the plane up to airport power and air conditioning, refuel the jet, and restock food and beverages before the plane can get back in the air. Turning planes efficiently is so critical to profitability that American Airlines awards each of its 113,000 employees a bonus of $150 if the company finishes among the top three airlines in key on-time rankings.1	producing a product at the lowest cost . for example , passenger planes make money in the air , not sitting at the airport gate . so airlines strive to be as efficient as possible when “ turning ” planes . this means unloading the arriving passengers and luggage as quickly as possible , and then loading the departing passengers and luggage equally quickly . ground crews must also hook the plane up to airport power and air conditioning , refuel the jet , and restock food and beverages before the plane can get back in the air . turning planes efficiently is so critical to profitability that american airlines awards each of its 113,000 employees a bonus of $ 150 if the company finishes among the top three airlines in key on - time rankings.1
Effectiveness means producing products that create value by providing customers with goods and services that offer a better relationship between price	effectiveness means producing products that create value by providing customers with goods and services that offer a better relationship between price
and perceived benefits. In other words, effectiveness means finding ways to give customers more for their money— while still making a profit. Technological advances create value by allowing the development of faster, cheaper products with more features and functionality every year.	and perceived benefits . in other words , effectiveness means finding ways to give customers more for their money — while still making a profit . technological advances create value by allowing the development of faster , cheaper products with more features and functionality every year .
For example, a 1998 desktop computer with 4MB (yes, megabytes, not gigabytes) of memory, a 720MB hard drive, a 14-inch VGA screen (640x480 resolution), and a bubble jet printer (4 pages per minute) would cost $3,225 in 2017 dollars. But today, a Dell desktop computer with	for example , a 1998 desktop computer with 4 mb ( yes , megabytes , not gigabytes ) of memory , a 720 mb hard drive , a 14 - inch vga screen ( 640x480 resolution ) , and a bubble jet printer ( 4 pages per minute ) would cost $ 3,225 in 2017 dollars . but today , a dell desktop computer with
8GB of memory, a 1TB hard effectiveness Using resources to create value by drive, a 23-inch HD monitor providing customers with goods	8 gb of memory , a 1 tb hard effectiveness using resources to create value by drive , a 23 - inch hd monitor providing customers with goods
(1920x1080 resolution), and and services that offer a better a wireless printer/scanner relationship between price and	( 1920x1080 resolution ) , and and services that offer a better a wireless printer / scanner relationship between price and
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. WCN 02-200-203	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . wcn 02 - 200 - 203
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. Due to electronic rights, some third party content may be suppressed from the eBook and/or eChapter(s).	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . due to electronic rights , some third party content may be suppressed from the ebook and/or echapter(s ) .
Editorial review has deemed that any suppressed content does not materially affect the overall learning experience. Cengage Learning reserves the right to remove additional content at any time if subsequent rights restrictions require it.	editorial review has deemed that any suppressed content does not materially affect the overall learning experience . cengage learning reserves the right to remove additional content at any time if subsequent rights restrictions require it .
other words, for just 18.6% of the cost of the 1998 computer package, today's consumer gets a 1,456 times larger hard drive, 256 times more memory, a 64% larger monitor that's much easier on the eyes, and a much cheaper, higher definition printer that is five times as fast. That's giving customers more for their money!2	other words , for just 18.6 % of the cost of the 1998 computer package , today 's consumer gets a 1,456 times larger hard drive , 256 times more memory , a 64 % larger monitor that 's much easier on the eyes , and a much cheaper , higher definition printer that is five times as fast . that 's giving customers more for their money!2
In the 1960s, the focus of operations management was mainly on efficiency. The goal was to keep costs low so the firm could make a profit while keeping prices competitive. In today's highly competitive global markets, efficiency remains important. But operations managers now realize that keeping costs (and prices) low are only part of the equation. Customers usually buy goods that offer the best value—and these aren't always the same as the goods that sell for the lowest price. A product that offers better features, more attractive styling, and higher quality may provide more value—and attract more customers—than a product with a lower price. Thus, today's operations managers have broadened their focus to look at benefits as well as costs.	in the 1960s , the focus of operations management was mainly on efficiency . the goal was to keep costs low so the firm could make a profit while keeping prices competitive . in today 's highly competitive global markets , efficiency remains important . but operations managers now realize that keeping costs ( and prices ) low are only part of the equation . customers usually buy goods that offer the best value — and these are n't always the same as the goods that sell for the lowest price . a product that offers better features , more attractive styling , and higher quality may provide more value — and attract more customers — than a product with a lower price . thus , today 's operations managers have broadened their focus to look at benefits as well as costs .
advantage of specialization and the efficient use of capital. But today's technologies allow many firms to pursue mass customization—the production of small quantities of customized goods and services that more precisely meet the needs of specific customers—with very little increase in costs. Starbucks, for example, claims that there are 87,000 different drink combinations that a customer can order. Health reporter Julie Beck writes,	advantage of specialization and the efficient use of capital . but today 's technologies allow many firms to pursue mass customization — the production of small quantities of customized goods and services that more precisely meet the needs of specific customers — with very little increase in costs . starbucks , for example , claims that there are 87,000 different drink combinations that a customer can order . health reporter julie beck writes ,
“You've got your non-fat milk, full-fat milk, soy milk, and coconut milk; espresso shots; all the diﬀerent ﬂavored syrups, some of which are sugar-free; whipped cream; iced, hot, or “extra hot” if you've got a Kevlar tongue; diﬀerent sizes; diﬀerent roasts of coﬀee; and on and on and on.”4 Sophie Egan, program director at the Culinary	“ you 've got your non - fat milk , full - fat milk , soy milk , and coconut milk ; espresso shots ; all the diﬀerent ﬂavored syrups , some of which are sugar - free ; whipped cream ; iced , hot , or “ extra hot ” if you 've got a kevlar tongue ; diﬀerent sizes ; diﬀerent roasts of coﬀee ; and on and on and on . ”4 sophie egan , program director at the culinary
Institute of America, says, “Mass customization [is] a desire within our hyper industrialized food system to have something that feels like it meets my personal taste profile. We have access to customized and personalized food experiences at the restaurant level, at the fast casual level, and at the packaged food level and it has only increased.”5	institute of america , says , “ mass customization [ is ] a desire within our hyper industrialized food system to have something that feels like it meets my personal taste profile . we have access to customized and personalized food experiences at the restaurant level , at the fast casual level , and at the packaged food level and it has only increased . ”5
From Goods to Services Goods are tangible products that you can see and touch. Durable goods are expected to last three years or longer; examples include furniture, cars, and appliances. Nondurable goods, such as toothpaste, apples, and paper towels, are used up more quickly and are often perishable. Services are activities that yield benefits but don't directly result in a physical product. Examples include legal advice, entertainment, and medical care. Goods are consumed, while services are experienced.	from goods to services goods are tangible products that you can see and touch . durable goods are expected to last three years or longer ; examples include furniture , cars , and appliances . nondurable goods , such as toothpaste , apples , and paper towels , are used up more quickly and are often perishable . services are activities that yield benefits but do n't directly result in a physical product . examples include legal advice , entertainment , and medical care . goods are consumed , while services are experienced .
In the 1960s, the U.S. economy was a manufacturing powerhouse, with more than a third of its labor force employed in the goods-producing sector. But over the last five decades, the American economy has experienced a fundamental shift away from the production of goods and toward the provision of services. By the beginning of 2017, less than 14% of the nonfarm labor force worked in the goods-producing sector. By contrast, employment in the service sector had risen to	in the 1960s , the u.s. economy was a manufacturing powerhouse , with more than a third of its labor force employed in the goods - producing sector . but over the last five decades , the american economy has experienced a fundamental shift away from the production of goods and toward the provision of services . by the beginning of 2017 , less than 14 % of the nonfarm labor force worked in the goods - producing sector . by contrast , employment in the service sector had risen to
Fifty years ago, one common production strategy was to keep costs low by producing large quantities of standardized products.	fifty years ago , one common production strategy was to keep costs low by producing large quantities of standardized products .
The goal of this mass goods Tangible products. production strategy was to achieve reductions in services Intangible products. average cost by taking	the goal of this mass goods tangible products . production strategy was to achieve reductions in services intangible products . average cost by taking
For the first 25 years after World War II, American firms dominated key markets. This strength was based partly on the fact that the United States possessed a rich base of natural resources, a growing and increasingly well-educated labor force, an excellent infrastructure, and the strong incentive system inherent in a market economy. But it also reflected the fact that the production facilities and infrastructure in many European and Asian nations had been severely damaged during the war.	for the first 25 years after world war ii , american firms dominated key markets . this strength was based partly on the fact that the united states possessed a rich base of natural resources , a growing and increasingly well - educated labor force , an excellent infrastructure , and the strong incentive system inherent in a market economy . but it also reflected the fact that the production facilities and infrastructure in many european and asian nations had been severely damaged during the war .
By the early 1970s, the economies of Japan, Germany, and other war-ravaged nations had been rebuilt, with many of their major companies boasting efficient new production facilities with state-of-the-art technology. In addition, many Japanese firms had adopted new techniques that greatly improved the quality of their products.	by the early 1970s , the economies of japan , germany , and other war - ravaged nations had been rebuilt , with many of their major companies boasting efficient new production facilities with state - of - the - art technology . in addition , many japanese firms had adopted new techniques that greatly improved the quality of their products .
With lower labor costs, impressive technology, and worldclass quality, these foreign producers quickly began to take market share from American firms. In more recent years, firms in Korea, India, and China have also become formidable competitors.	with lower labor costs , impressive technology , and worldclass quality , these foreign producers quickly began to take market share from american firms . in more recent years , firms in korea , india , and china have also become formidable competitors .
Value Chains Over the last five decades, the increasingly competitive and global nature of markets has brought about major changes in how firms produce and distribute their goods and services. Many supply chains today span multiple organizations located in	value chains over the last five decades , the increasingly competitive and global nature of markets has brought about major changes in how firms produce and distribute their goods and services . many supply chains today span multiple organizations located in
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. WCN 02-200-203	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . wcn 02 - 200 - 203
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. Due to electronic rights, some third party content may be suppressed from the eBook and/or eChapter(s).	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . due to electronic rights , some third party content may be suppressed from the ebook and/or echapter(s ) .
Editorial review has deemed that any suppressed content does not materially affect the overall learning experience. Cengage Learning reserves the right to remove additional content at any time if subsequent rights restrictions require it.	editorial review has deemed that any suppressed content does not materially affect the overall learning experience . cengage learning reserves the right to remove additional content at any time if subsequent rights restrictions require it .
When it comes to operations management, global home furnishings retailer Ikea is in a class by itself. Year after year, Ikea's products are better—and less expensive. Its Lack table, which cost $25 in 1985 ($56 adjusted for inflation), is only $10 today!	when it comes to operations management , global home furnishings retailer ikea is in a class by itself . year after year , ikea 's products are better — and less expensive . its lack table , which cost $ 25 in 1985 ( $ 56 adjusted for inflation ) , is only $ 10 today !
Marty Marston, a public relations manager at Ikea, says, “On average, the prices would go down, from year to year, 1 percent overall.” How does Ikea do it? Volume discounts, vertical integration, and products that meet customers' needs.	marty marston , a public relations manager at ikea , says , “ on average , the prices would go down , from year to year , 1 percent overall . ” how does ikea do it ? volume discounts , vertical integration , and products that meet customers ' needs .
Being the world's largest wood furniture producer gives Ikea leverage. When Ikea guarantees its 978 suppliers (in 50 countries) huge production contracts, they in turn give Ikea huge volume discounts on pricing. How much does Ikea produce? To give you some idea, 7,689,600 units of the best selling Billy book cases are produced each year, or roughly 15 per minute. With its huge production volumes, Ikea's costs are significantly lower than those of its competitors'.	being the world 's largest wood furniture producer gives ikea leverage . when ikea guarantees its 978 suppliers ( in 50 countries ) huge production contracts , they in turn give ikea huge volume discounts on pricing . how much does ikea produce ? to give you some idea , 7,689,600 units of the best selling billy book cases are produced each year , or roughly 15 per minute . with its huge production volumes , ikea 's costs are significantly lower than those of its competitors ' .
Vertical integration occurs when a firm develops the capability to carryout processes previously performed by its suppliers or distributors, or when it buys those external companies. Ikea uses 530 million cubic feet of wood each year—roughly 1% of the world's annual supply of lumber. To reduce costs and ensure access to sustainable wood, Ikea has begun vertically integrating its lumber supplies by buying forests in Romania, Bulgaria, Estonia, Lithuania, and Latvia.	vertical integration occurs when a firm develops the capability to carryout processes previously performed by its suppliers or distributors , or when it buys those external companies . ikea uses 530 million cubic feet of wood each year — roughly 1 % of the world 's annual supply of lumber . to reduce costs and ensure access to sustainable wood , ikea has begun vertically integrating its lumber supplies by buying forests in romania , bulgaria , estonia , lithuania , and latvia .
A significant part of operations management is designing products that meet customers' needs. While Ikea has always designed products for tight living spaces (such as fold-up tables, sofas, and beds), it is now having to redesign many of its products to accommodate modern apartment spaces, which have shrunk worldwide by 20% since 2001. Ikea tests new product ideas in a 600 square foot, 2-room apartment in Sweden. After living in the test apartment for 2 weeks with his three sons, Swede Robin Williams said, “The apartment felt much bigger than mine, which is actually 20 square meters bigger.”	a significant part of operations management is designing products that meet customers ' needs . while ikea has always designed products for tight living spaces ( such as fold - up tables , sofas , and beds ) , it is now having to redesign many of its products to accommodate modern apartment spaces , which have shrunk worldwide by 20 % since 2001 . ikea tests new product ideas in a 600 square foot , 2 - room apartment in sweden . after living in the test apartment for 2 weeks with his three sons , swede robin williams said , “ the apartment felt much bigger than mine , which is actually 20 square meters bigger . ”
Ikea former-CEO Peter Agnefjäll says, “We're guided by a vision to create a better everyday life for the many people. That is what steers us, motivates us— that is our role. We feel almost obliged to grow.”6	ikea former - ceo peter agnefjäll says , “ we 're guided by a vision to create a better everyday life for the many people . that is what steers us , motivates us — that is our role . we feel almost obliged to grow . ”6
many different countries. The shift from a cost perspective to a value perspective has led operations managers to extend their view beyond the traditional supply chain to encompass a broader range of processes and organizations known as a value chain.	many different countries . the shift from a cost perspective to a value perspective has led operations managers to extend their view beyond the traditional supply chain to encompass a broader range of processes and organizations known as a value chain .
From Exploiting the Environment to Protecting the Environment In the 1960s, many operations managers viewed the natural environment as something to exploit. The emphasis on keeping costs low made it tempting to dispose of wastes as cheaply as possible— often by dumping them into rivers, lakes, or the atmosphere.	from exploiting the environment to protecting the environment in the 1960s , many operations managers viewed the natural environment as something to exploit . the emphasis on keeping costs low made it tempting to dispose of wastes as cheaply as possible — often by dumping them into rivers , lakes , or the atmosphere .
But the serious consequences of environmental pollution became increasingly apparent. Operations managers at socially responsible companies responded by adopting a variety of green practices to produce goods and services in more environmentally responsible ways. Lisa Jackson,	but the serious consequences of environmental pollution became increasingly apparent . operations managers at socially responsible companies responded by adopting a variety of green practices to produce goods and services in more environmentally responsible ways . lisa jackson ,
initiatives, says, “If we had our preference, we'd just be able to say, ‘We want 100 percent green power everywhere we use power.' The best would be if we could run every one of our stores, every one of our data centers, every office complex, every building we have, on 100 percent renewable—and if we didn't have to spend a whole bunch of our time and energy figuring out how to get that done.” But since large sources of renewable energy are scarce, Apple made a long-term commitment to renewable energy by paying First Solar $848 million to buy half of the energy produced at its California Flats solar farm for 25 years.7	initiatives , says , “ if we had our preference , we 'd just be able to say , ‘ we want 100 percent green power everywhere we use power . ' the best would be if we could run every one of our stores , every one of our data centers , every office complex , every building we have , on 100 percent renewable — and if we did n't have to spend a whole bunch of our time and energy figuring out how to get that done . ” but since large sources of renewable energy are scarce , apple made a long - term commitment to renewable energy by paying first solar $ 848 million to buy half of the energy produced at its california flats solar farm for 25 years.7
Exhibit 17.1 summarizes the discussion of the key ways in which operations management has changed over the last five decades. We'll look at these changes in greater detail as we move through this chapter. But first let's take a look at the some of the key tasks operations managers perform.	exhibit 17.1 summarizes the discussion of the key ways in which operations management has changed over the last five decades . we 'll look at these changes in greater detail as we move through this chapter . but first let 's take a look at the some of the key tasks operations managers perform .
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. WCN 02-200-203	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . wcn 02 - 200 - 203
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. Due to electronic rights, some third party content may be suppressed from the eBook and/or eChapter(s).	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . due to electronic rights , some third party content may be suppressed from the ebook and/or echapter(s ) .
Editorial review has deemed that any suppressed content does not materially affect the overall learning experience. Cengage Learning reserves the right to remove additional content at any time if subsequent rights restrictions require it.	editorial review has deemed that any suppressed content does not materially affect the overall learning experience . cengage learning reserves the right to remove additional content at any time if subsequent rights restrictions require it .
Understanding the marketing definition of product plays a pivotal role in understanding what operations managers do. A product consists of all of the tangible and intangible features (sometimes called the customer benefit package) that create value for consumers by satisfying their needs and wants. For example, when you purchase a car made by	understanding the marketing definition of product plays a pivotal role in understanding what operations managers do . a product consists of all of the tangible and intangible features ( sometimes called the customer benefit package ) that create value for consumers by satisfying their needs and wants . for example , when you purchase a car made by
General Motors, you not only get the physical automobile, you also get (among other things) a warranty and (for many models) up to three years of OnStar services.8 Likewise, when an airline purchases a Boeing passenger jet, it can include training in the purchase. Boeing trains pilots, mechanics, and flight crews on six continents with 80 fullflight simulators.9	general motors , you not only get the physical automobile , you also get ( among other things ) a warranty and ( for many models ) up to three years of onstar services.8 likewise , when an airline purchases a boeing passenger jet , it can include training in the purchase . boeing trains pilots , mechanics , and flight crews on six continents with 80 fullflight simulators.9
Marketing research typically determines which features a product should include to appeal to its target customers. Although operations managers don't normally have the primary responsibility for designing these goods and services, they provide essential information and advice during the product-design process, especially regarding the challenges and conprocess A set of related straints involved in creatactivities that transform inputs ing actual products on into outputs, thus adding value. time and within budget.	marketing research typically determines which features a product should include to appeal to its target customers . although operations managers do n't normally have the primary responsibility for designing these goods and services , they provide essential information and advice during the product - design process , especially regarding the challenges and conprocess a set of related straints involved in creatactivities that transform inputs ing actual products on into outputs , thus adding value . time and within budget .
Once the actual goods and services are designed, operations managers must determine the processes needed to produce them and get them to the customer. A process is a set of related activities that transform inputs into outputs, thus adding value. Once these processes are designed, operations managers also play a key role in determining where they will be performed, what organizations will perform them, and how the processes will be organized and coordinated.	once the actual goods and services are designed , operations managers must determine the processes needed to produce them and get them to the customer . a process is a set of related activities that transform inputs into outputs , thus adding value . once these processes are designed , operations managers also play a key role in determining where they will be performed , what organizations will perform them , and how the processes will be organized and coordinated .
The most obvious processes are those directly involved in the production of goods and services. But there are many other processes that play necessary “supporting roles.” For example, purchasing and inventory management processes ensure that the firm has an adequate supply of high-quality materials, parts, and components needed to produce the goods without delays or disruptions.	the most obvious processes are those directly involved in the production of goods and services . but there are many other processes that play necessary “ supporting roles . ” for example , purchasing and inventory management processes ensure that the firm has an adequate supply of high - quality materials , parts , and components needed to produce the goods without delays or disruptions .
Let's take a closer look at some of the functions that operations managers perform to move goods and services from the drawing board to the final user.	let 's take a closer look at some of the functions that operations managers perform to move goods and services from the drawing board to the final user .
Once a product is designed, operations managers must determine the best way to produce it. This involves determining the most efficient processes, deciding the best sequence in which to arrange those processes, and designing the appropriate layout of production and distribution facilities. Welldesigned processes and facility layouts enable a firm to	once a product is designed , operations managers must determine the best way to produce it . this involves determining the most efficient processes , deciding the best sequence in which to arrange those processes , and designing the appropriate layout of production and distribution facilities . welldesigned processes and facility layouts enable a firm to
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. WCN 02-200-203	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . wcn 02 - 200 - 203
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. Due to electronic rights, some third party content may be suppressed from the eBook and/or eChapter(s).	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . due to electronic rights , some third party content may be suppressed from the ebook and/or echapter(s ) .
Editorial review has deemed that any suppressed content does not materially affect the overall learning experience. Cengage Learning reserves the right to remove additional content at any time if subsequent rights restrictions require it.	editorial review has deemed that any suppressed content does not materially affect the overall learning experience . cengage learning reserves the right to remove additional content at any time if subsequent rights restrictions require it .
A process layout is used by many firms that need to produce small batches of goods that require a degree of customization. This approach arranges equipment according to the type of task performed.	a process layout is used by many firms that need to produce small batches of goods that require a degree of customization . this approach arranges equipment according to the type of task performed .
For example, in a machine shop, all of the drills may be located in one area, all of the lathes in another area, and all of the grinders in yet another. Unlike ass­ embly lines and other product layouts, a process layout doesn't require work to be performed in a specific sequence; instead, the product can be moved from one type of machinery to another in whatever sequence is necessary. Thus, process layouts can be used to produce a variety of products without the need for expensive retooling. But this flexibility sometimes comes at the cost of longer processing times and more complex planning and control systems. Also, because the machinery and equipment used in a process layout is usually more generalpurpose in nature and may be used to produce a greater variety of goods, the process layout requires workers to be more versatile than those employed in a product layout.	for example , in a machine shop , all of the drills may be located in one area , all of the lathes in another area , and all of the grinders in yet another . unlike ass­ embly lines and other product layouts , a process layout does n't require work to be performed in a specific sequence ; instead , the product can be moved from one type of machinery to another in whatever sequence is necessary . thus , process layouts can be used to produce a variety of products without the need for expensive retooling . but this flexibility sometimes comes at the cost of longer processing times and more complex planning and control systems . also , because the machinery and equipment used in a process layout is usually more generalpurpose in nature and may be used to produce a greater variety of goods , the process layout requires workers to be more versatile than those employed in a product layout .
A cellular layout falls between the product layout and the process layout. It groups different types of machinery and equipment into self-contained cells. A production facility might have several cells, each designed to efficiently produce a family of parts (or entire products) that have similar processing requirements. Like an assembly line, the product moves from one station in the cell to the next in a specific sequence. However, unlike most assembly lines, cells are relatively small and are designed to be operated by a few workers who perform a wider array of tasks than assemblyline workers.	a cellular layout falls between the product layout and the process layout . it groups different types of machinery and equipment into self - contained cells . a production facility might have several cells , each designed to efficiently produce a family of parts ( or entire products ) that have similar processing requirements . like an assembly line , the product moves from one station in the cell to the next in a specific sequence . however , unlike most assembly lines , cells are relatively small and are designed to be operated by a few workers who perform a wider array of tasks than assemblyline workers .
Operations managers oversee the processes needed to produce products and get them to customers, including inventory control, project scheduling, and managing value chains.	operations managers oversee the processes needed to produce products and get them to customers , including inventory control , project scheduling , and managing value chains .
produce high-quality products effectively and efficiently, giving it a competitive advantage. Poorly designed processes can result in production delays, quality problems, and high costs.	produce high - quality products effectively and efficiently , giving it a competitive advantage . poorly designed processes can result in production delays , quality problems , and high costs .
There are several ways to organize processes. The best approach depends on considerations such as the volume of production and the degree of standardization of the product.	there are several ways to organize processes . the best approach depends on considerations such as the volume of production and the degree of standardization of the product .
Firms often use a product layout when they produce goods that are relatively standardized and produced in large volumes. This type of layout organizes machinery, equipment, and other resources according to the specific sequence of operations that must be performed. The machinery used in this type of layout is often highly specialized, designed to perform one specific task very efficiently. One classic example of a product layout is an assembly line, where the product being	firms often use a product layout when they produce goods that are relatively standardized and produced in large volumes . this type of layout organizes machinery , equipment , and other resources according to the specific sequence of operations that must be performed . the machinery used in this type of layout is often highly specialized , designed to perform one specific task very efficiently . one classic example of a product layout is an assembly line , where the product being
“The other part of produced moves from one station to another in a fixed outsourcing is this: sequence, with the machinery	“ the other part of produced moves from one station to another in a fixed outsourcing is this : sequence , with the machinery
Services that provide a high outside better than it volume of relatively standardcan be done inside, ized products also use flowwe should do it.” shop processes. For example, fast-food restaurants often	services that provide a high outside better than it volume of relatively standardcan be done inside , ized products also use flowwe should do it . ” shop processes . for example , fast - food restaurants often
A fixed position layout is used for goods that must be produced at a specific site (such as a building or a dam) or that are so large and bulky that it isn't feasible to move them from station to station (such as a ship or commercial airplane). Even some services, such as concerts or sporting events that are performed at a specific location, use this approach. In a fixed position layout, the good or service stays in one place, and the employees, machinery, and equipment are brought to the	a fixed position layout is used for goods that must be produced at a specific site ( such as a building or a dam ) or that are so large and bulky that it is n't feasible to move them from station to station ( such as a ship or commercial airplane ) . even some services , such as concerts or sporting events that are performed at a specific location , use this approach . in a fixed position layout , the good or service stays in one place , and the employees , machinery , and equipment are brought to the
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. WCN 02-200-203	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . wcn 02 - 200 - 203
Copyright 2019 Cengage Learning. All Rights Reserved. May not be copied, scanned, or duplicated, in whole or in part. Due to electronic rights, some third party content may be suppressed from the eBook and/or eChapter(s).	copyright 2019 cengage learning . all rights reserved . may not be copied , scanned , or duplicated , in whole or in part . due to electronic rights , some third party content may be suppressed from the ebook and/or echapter(s ) .
