0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-04 14:31:40.390557	2	00:00:00.29	00:00:04.52	This lecture is about the Word Association mining and analysis.	this lecture be about the Word Association mining and analysis .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027789	70	00:02:41.77	00:02:54.69	So this is the probability of selecting the topic word distribution. This is the probability of selecting the background word distribution denoted by Theta sub B.	so this be the probability of select the topic word distribution . this be the probability of select the background word distribution denote by Theta sub B.
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027791	89	00:02:55.37	00:03:40.8	Now in this case I just give example where we can set both to .5. So if you can do basically flip a coin a fair coin to decide which one to use. But in general these probabilities don't have to be equal, so you might bias towards using one topic more than the other. So now the process of generating a word would be the first to flip a coin based on these probabilities of choosing each model and if. Let's say the coin shows up as head, which means we're going to use the topic world distribution. Then we're going to use this word distribution to generator a word. Otherwise we might be going through this path.	now in this case I just give example where we can set both to .5 . so if you can do basically flip a coin a fair coin to decide which one to use . but in general these probability do n't have to be equal , so you might bias towards use one topic more than the other . so now the process of generate a word would be the first to flip a coin base on these probability of choose each model and if . let 's say the coin show up as head , which mean we be go to use the topic world distribution . then we be go to use this word distribution to generator a word . otherwise we might be go through this path .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-12-12 06:51:43.140597	91	00:03:41.55	00:03:45.69	And we're going to use the background word distribution to generate the word.	and we be go to use the background word distribution to generate the word .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027792	97	00:03:46.78	00:04:01.38	So in such a case we have a model that has some uncertainty associated with the use of a word distribution. But we can still think of this as a model for generating text data and such a model is called a mixture model.	so in such a case we have a model that have some uncertainty associate with the use of a word distribution . but we can still think of this as a model for generate text datum and such a model be call a mixture model .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027794	113	00:04:02.64	00:04:32.77	So now let's see. In this case, what's the probability of observing the word w? Now here I showed some words like the "and ""text"", so as in all cases, once we" set up the model, we're interested in computing the likelihood function. The basic question is, so what's the probability of observing a specific word here? Now we know that the word can be observed from each of the two distributions, so we have to consider 2 cases. Therefore it's a sum over these two cases.	so now let 's see . in this case , what be the probability of observe the word w ? now here I show some word like the " and " " text " " , so as in all case , once we " set up the model , we be interested in compute the likelihood function . the basic question be , so what be the probability of observe a specific word here ? now we know that the word can be observe from each of the two distribution , so we have to consider 2 case . therefore it be a sum over these two case .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027797	130	00:04:34.35	00:05:14.08	The first case is to use the topic word distribution to generate the word, and in such a case, then the probability would be the probability of Theta sub D, which is the probability of choosing the model multiplied by the probability of actually observing the word from that model. Both events must happen in order to "observe ""the""." We first must have chosen the topic of  and then we also have to actually "have sampled the word ""the"" from the" distribution and similarly the second part accounts for a different way of generating the word from the background.	the first case be to use the topic word distribution to generate the word , and in such a case , then the probability would be the probability of Theta sub D , which be the probability of choose the model multiply by the probability of actually observe the word from that model . both event must happen in order to " observe " " the " " . " we first must have choose the topic of   and then we also have to actually " have sample the word " " the " " from the " distribution and similarly the second part account for a different way of generate the word from the background .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027798	139	00:05:15.09	00:05:34.79	Now obviously the probability of text the same is all similar, right? So we also consider two ways of generating text, and each case is a product of the probability of choosing a particular word distribution multiplied by the probability of observing the word from that distribution.	now obviously the probability of text the same be all similar , right ? so we also consider two way of generate text , and each case be a product of the probability of choose a particular word distribution multiply by the probability of observe the word from that distribution .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-12-10 17:58:59.948334	151	00:05:35.44	00:05:59.59	Now later you will see this is actually general form, so you might want to make sure that you have really understood this expression here. And you should convince yourself that this is indeed the probability of observing text. So to summarize, what we observe here, the probability of a word from a mixture model is in general a sum over all different ways of generating the word.	now later you will see this be actually general form , so you might want to make sure that you have really understand this expression here . and you should convince yourself that this be indeed the probability of observe text . so to summarize , what we observe here , the probability of a word from a mixture model be in general a sum over all different way of generate the word .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027801	159	00:06:00.48	00:06:18.87	And in each case it's a product of the probability of selecting that component model. multiplied by the probability of actually observing the data point from that component model, and this is something quite general and you will see this occurring often later.	and in each case it be a product of the probability of select that component model . multiply by the probability of actually observe the data point from that component model , and this be something quite general and you will see this occurring often later .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027803	169	00:06:20.87	00:06:41.44	So the basic idea of a mixture model is just to treated these two distributions together as one model. So I use the box to bring all these components together. So if you view this whole box as one model, it's just like any other generative model. It would just give us the probability of a word.	so the basic idea of a mixture model be just to treat these two distribution together as one model . so I use the box to bring all these component together . so if you view this whole box as one model , it be just like any other generative model . it would just give we the probability of a word .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027803	172	00:06:42.76	00:06:48.97	But the way that determines this probability is quite different from when we have just one distribution.	but the way that determine this probability be quite different from when we have just one distribution .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027804	177	00:06:49.94	00:06:58.93	And this is basically a more complicated mixture model. Sorry, more complicated model than just one distribution, and it's called a mixture model.	and this be basically a more complicated mixture model . sorry , more complicated model than just one distribution , and it be call a mixture model .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027807	197	00:07:00.37	00:07:46.14	So as I just said, we can treat this as just a generative model and it's often useful to think of just the likelihood function. The illustration that you have seen before, which is dimmer now is just the illustration of this generation model. So mathematically, this model. This is nothing but to just define the following generative model where the probability of word is assumed to be a sum over 2 cases of generating the word. The form you're seeing now is more general form than. what you have seen in the calculation earlier. I just used a simple w to denote any word, but you can still see. This is basically the first sum. Like	so as I just say , we can treat this as just a generative model and it be often useful to think of just the likelihood function . the illustration that you have see before , which be dimmer now be just the illustration of this generation model . so mathematically , this model . this be nothing but to just define the follow generative model where the probability of word be assume to be a sum over 2 case of generate the word . the form you be see now be more general form than . what you have see in the calculation early . I just use a simple w to denote any word , but you can still see . this be basically the first sum . like
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027808	203	00:07:47.45	00:07:59.46	And this sum is due to the fact that the word can be generating multiple ways. Two ways in this case. At inside sum, each term is a product again of two terms.	and this sum be due to the fact that the word can be generate multiple way . two way in this case . at inside sum , each term be a product again of two term .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-12-10 18:40:44.70111	210	00:08:00.22	00:08:19.42	And the two terms are ,first, the probability of selecting a component like Theta sub D of the second, the probability of actually observing the word from this component model. And so this is a very general description of, in fact, all the mixture models.	and the two term be , first , the probability of select a component like Theta sub d of the second , the probability of actually observe the word from this component model . and so this be a very general description of , in fact , all the mixture model .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027809	214	00:08:20.08	00:08:27.22	And I just want to make sure that you understand this, because this is really the basis for understanding all kinds of topic models.	and I just want to make sure that you understand this , because this be really the basis for understand all kind of topic model .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027812	233	00:08:28.4	00:09:10.6	So now once we set up the model and we can write down the likelihood function as we see here, the next question is how can we estimate the parameter or what to do with the parameters given the data? Well, in general we can use some observed text data to estimate the model parameters and this mission would allow us to discover the interesting knowledge about the text, so in this case, what do we discover? Well, these are represented by our parameters, and we have two kinds of parameters. One is the two word distributions. Those are two topics and the other is the coverage of each topic in each.	so now once we set up the model and we can write down the likelihood function as we see here , the next question be how can we estimate the parameter or what to do with the parameter give the datum ? well , in general we can use some observe text datum to estimate the model parameter and this mission would allow we to discover the interesting knowledge about the text , so in this case , what do we discover ? well , these be represent by our parameter , and we have two kind of parameter . one be the two word distribution . those be two topic and the other be the coverage of each topic in each .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027814	245	00:09:12.48	00:09:35.41	The coverage of each topic and this is determined by probability of Theta sub D sub D. and probability of Theta sub B. Note that they sum to one. Now what's interesting is also to think about the special cases, like when we set one of them to one. What would happen? Well, the other would be 0, right? And if you look at the likelihood function.	the coverage of each topic and this be determine by probability of Theta sub D sub D. and probability of Theta sub B. Note that they sum to one . now what be interesting be also to think about the special case , like when we set one of they to one . what would happen ? well , the other would be 0 , right ? and if you look at the likelihood function .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027815	250	00:09:36.21	00:09:48.11	It will then degenerate to the special case of just one distribution right so you can easily verify that by assuming one of these two is 1.0 and the other is 0.	it will then degenerate to the special case of just one distribution right so you can easily verify that by assume one of these two be 1.0 and the other be 0 .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027815	254	00:09:49.04	00:09:58.81	So in this sense, the mixture model is more general than the previous model where we have just one distribution and it can cover that as a special case.	so in this sense , the mixture model be more general than the previous model where we have just one distribution and it can cover that as a special case .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027816	257	00:09:59.88	00:10:04.49	So to summarize, and we talked about the mixture of two unigram language models.	so to summarize , and we talk about the mixture of two unigram language model .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027816	259	00:10:05.04	00:10:08.4	And the data we consider here is just still 1 document.	and the datum we consider here be just still 1 document .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027817	268	00:10:09.02	00:10:28.95	And the model is a mixture model with two components: two unigram language models. Specifically, Theta sub D which is intended to denote the topic of document D and Theta sub B which is representing a background topic that we can set to attract the common words.	and the model be a mixture model with two component : two unigram language model . specifically , Theta sub d which be intend to denote the topic of document D and Theta sub B which be represent a background topic that we can set to attract the common word .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-12-10 18:10:55.308553	270	00:10:29.54	00:10:32.98	Because common words would be assigned high probabilities in this model.	because common word would be assign high probability in this model .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027821	282	00:10:33.89	00:10:58.86	So the parameters can be collectively called a Lambda, which I show here again, and you can again think about the question about how many parameters are we talking about exactly. This is usually good exercise to do because it allows you to see the model index and to have a complete understanding of what's going on in this model and we have mixing weights of course also.	so the parameter can be collectively call a Lambda , which I show here again , and you can again think about the question about how many parameter be we talk about exactly . this be usually good exercise to do because it allow you to see the model index and to have a complete understanding of what be go on in this model and we have mix weight of course also .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027822	292	00:10:59.7	00:11:23.71	So what is the likelihood function look like? It looks very similar to what we had before, so for the document, first, it's a product of all the words in the document exactly the same as before. The only difference is that inside here now it's a sum instead of just one, so you might recall before we just had this one.	so what be the likelihood function look like ? it look very similar to what we have before , so for the document , first , it be a product of all the word in the document exactly the same as before . the only difference be that inside here now it be a sum instead of just one , so you might recall before we just have this one .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-11-02 23:14:02.027823	298	00:11:25.35	00:11:37.81	But now we had this sum because of the mixture model and because of the mixed model We also have to introduce the probability of choosing that particular component distribution.	but now we have this sum because of the mixture model and because of the mixed model we also have to introduce the probability of choose that particular component distribution .
8eaf2971-31ff-40b7-9fc6-b91c7637f916	2020-12-10 18:14:46.186312	309	00:11:39.449	00:12:11.539	And so this is just another way of writing it again by using a product over all the unique words in our vocabulary, instead of having a product of all the positions in the document and this form where we look at different unique words is a convenient form for computing the maximum likelihood estimator later. An the maximum likelihood estimator is, as usual, just to find the parameters.	and so this be just another way of write it again by use a product over all the unique word in our vocabulary , instead of have a product of all the position in the document and this form where we look at different unique word be a convenient form for compute the maximum likelihood estimator later . an the maximum likelihood estimator be , as usual , just to find the parameter .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.58075	3	00:00:00.3	00:00:06.06	This lecture is about the expectation maximization algorithm, also called the EM algorithm.	this lecture be about the expectation maximization algorithm , also call the EM algorithm .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:42:32.203427	15	00:00:13.88	00:00:39.48	In this lecture, we're going to continue the discussion of probabilistic topic models. In particular, we're going to introduce the EM algorithm, which is a family of useful algorithms for computing the maximum likelihood estimate of mixture models. So this is now familiar scenario of using a two component mixture model to try to factor out the background words from one topic words distribution here.	in this lecture , we be go to continue the discussion of probabilistic topic model . in particular , we be go to introduce the EM algorithm , which be a family of useful algorithm for compute the maximum likelihood estimate of mixture model . so this be now familiar scenario of use a two component mixture model to try to factor out the background word from one topic word distribution here .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-12-05 18:18:46.840758	28	00:00:40.99	00:01:11.15	So we are interested in computing this estimate. And we're going to try to adjust these probability values to maximize the probability of the observed document, and know that we assume that all the other parameters are known. So the only thing unknown is this word probabilities given by theta sub d update. And in this lecture were going to look into how to compute this maximum likelihood estimator.	so we be interested in compute this estimate . and we be go to try to adjust these probability value to maximize the probability of the observed document , and know that we assume that all the other parameter be know . so the only thing unknown be this word probability give by theta sub d update . and in this lecture be go to look into how to compute this maximum likelihood estimator .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580761	37	00:01:12.29	00:01:31.55	Now let's start with the idea of separating the words in the text data into two groups. One group would be explained by the background model, the other group would be explained by the Unknown topic word distribution After all, this is the basic idea of mixture model.	now let 's start with the idea of separate the word in the text datum into two group . one group would be explain by the background model , the other group would be explain by the unknown topic word distribution after all , this be the basic idea of mixture model .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:45:46.84955	42	00:01:32.2	00:01:44.79	But suppose we actually know which word is from which distribution, so that would mean, for example these words: the is and we are known to be from this background word distribution.	but suppose we actually know which word be from which distribution , so that would mean , for example these word : the be and we be know to be from this background word distribution .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:46:17.261118	49	00:01:45.77	00:02:02.14	On the other hand, the other words, text, mining, clustering, etc are known to be from the topic word distribution. If you can see the color, then these are shown in blue. These blue words are then assumed to be from the topic word distribution.	on the other hand , the other word , text , mining , clustering , etc be know to be from the topic word distribution . if you can see the color , then these be show in blue . these blue word be then assume to be from the topic word distribution .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580768	62	00:02:03.1	00:02:32.9	If we already know how to separate these words, then the problem of estimating the world distribution would be extremely simple, right? If you think about this for a moment, you realize that well we can simply take all these words that are known to be from this word distribution theta sub d and normalize them. So indeed this problem will be very easy to solve. If we had known which words are from which distribution precisely.	if we already know how to separate these word , then the problem of estimate the world distribution would be extremely simple , right ? if you think about this for a moment , you realize that well we can simply take all these word that be know to be from this word distribution theta sub d and normalize they . so indeed this problem will be very easy to solve . if we have know which word be from which distribution precisely .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:47:14.464699	63	00:02:33.44	00:02:34.99	And this is in fact	and this be in fact
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-12-05 18:21:08.401457	75	00:02:36.17	00:03:08.45	Making this model no longer mixture model because we can already observe which distribution has been used to generate which part of the data, so we actually go back to the Single word distribution problem, and in this case let's call these words that are known to be from theta d pseudo document d prime and then all we need to do is just normalize these word counts for each word w sub I.	make this model no long mixture model because we can already observe which distribution have be use to generate which part of the datum , so we actually go back to the single word distribution problem , and in this case let 's call these word that be know to be from theta d pseudo document d prime and then all we need to do be just normalize these word count for each word w sub I.
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:48:39.866628	78	00:03:09.86	00:03:17.95	And that's fairly straightforward, and it's just dictated by the maximum likelihood estimate now.	and that be fairly straightforward , and it be just dictate by the maximum likelihood estimate now .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:49:05.466275	85	00:03:18.78	00:03:33.27	This idea, however, doesn't work, because we in practice don't really know which word is from which distribution. But this gives us the idea of perhaps we can guess which word is from which. distribution.	this idea , however , do n't work , because we in practice do n't really know which word be from which distribution . but this give we the idea of perhaps we can guess which word be from which . distribution .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:49:10.993791	86	00:03:34.33	00:03:36.72	Specifically, given all the parameters	specifically , give all the parameter
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:50:10.910632	89	00:03:41.79	00:03:49.59	So let's assume that we actually know tentative probabilities for these words in theta sub D.	so let 's assume that we actually know tentative probability for these word in theta sub D.
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580775	91	00:03:50.38	00:03:53.41	So now all the parameters are known for this mixture model.	so now all the parameter be know for this mixture model .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580776	93	00:03:55.18	00:03:58.34	And now let's consider word like a text.	and now let 's consider word like a text .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-12-05 18:22:08.753701	97	00:03:59.04	00:04:07.91	So the question is, do you think text is more likely have been having been generated from theta sub d or from theta sub B?	so the question be , do you think text be more likely have be having be generate from theta sub d or from theta sub b ?
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580778	100	00:04:08.64	00:04:13.51	So in other words, we want to infer which distribution has been used to generate this text.	so in other word , we want to infer which distribution have be use to generate this text .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:51:30.031316	103	00:04:14.94	00:04:22.69	Now, this inference process is a typical Bayesian inference situation where we have some prior about	now , this inference process be a typical bayesian inference situation where we have some prior about
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:51:56.576486	110	00:04:23.27	00:04:40.14	These two distributions so can you see what is our prior here? Well the prior here is the probability of each distribution, right? So the prior is given by these two probabilities. In this case the prior is	these two distribution so can you see what be our prior here ? well the prior here be the probability of each distribution , right ? so the prior be give by these two probability . in this case the prior be
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:52:12.79165	113	00:04:41.7	00:04:47.6	Saying that each model is equally likely, but we can imagine perhaps a different prior possible.	say that each model be equally likely , but we can imagine perhaps a different prior possible .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:52:44.456994	118	00:04:48.26	00:05:00.44	So this is called prior because this is our guess of which distribution has been used to generate the world before we even observe the word. So that's why we call it prior.	so this be call prior because this be our guess of which distribution have be use to generate the world before we even observe the word . so that be why we call it prior .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580784	122	00:05:01.32	00:05:07.62	if we don't observe the world or we don't know what word has been observed, our best guess is just say well.	if we do n't observe the world or we do n't know what word have be observe , our good guess be just say well .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580784	123	00:05:08.55	00:05:09.65	They are equally likely.	they be equally likely .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580785	125	00:05:10.23	00:05:11.94	Alright, so it's just a flipping a coin.	alright , so it be just a flip a coin .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580786	131	00:05:13.31	00:05:23.65	Now in Bayesian inference, we typically then would update our belief after we have observed evidence. So what is evidence here? While the evidence here is the word text.	now in Bayesian inference , we typically then would update our belief after we have observe evidence . so what be evidence here ? while the evidence here be the word text .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580787	134	00:05:24.44	00:05:31.5	Now that we are interested in the word text, so text can be regarded as evidence.	now that we be interested in the word text , so text can be regard as evidence .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.58079	144	00:05:33.18	00:06:05.96	And in the if we use Bayes rule to combine the prior and the data likelihood, what we will end up with is to combine the prior with the likelihood that you see here, which is basically the probability of the word text from each distribution and we see that in both cases text is possible that even in the background it is still possible. It just has a very small probability.	and in the if we use Bayes rule to combine the prior and the data likelihood , what we will end up with be to combine the prior with the likelihood that you see here , which be basically the probability of the word text from each distribution and we see that in both case text be possible that even in the background it be still possible . it just have a very small probability .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:54:27.52896	147	00:06:07.05	00:06:11.46	So intuitively, what would be your guess? So in this case	so intuitively , what would be your guess ? so in this case
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:55:28.291211	152	00:06:13.41	00:06:25.75	Now, if you're like many others, you will guess text is probably from theta sub d is more likely from philosophy, why? And you will probably see that it's because.	now , if you be like many other , you will guess text be probably from theta sub d be more likely from philosophy , why ? and you will probably see that it be because .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580792	154	00:06:26.85	00:06:29.78	Text has a much higher probability here.	text have a much high probability here .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580793	157	00:06:30.41	00:06:38.38	"By the background model, which has a very small probability.	" by the background model , which have a very small probability .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-12-05 18:25:28.686132	164	00:06:39.08	00:06:58.32	And by this we are going to say text is "more likely from So you see our guess of which distribution has been used to generate the text would depend on how high the probability of the data the text is in each word distribution.	and by this we be go to say text be " more likely from so you see our guess of which distribution have be use to generate the text would depend on how high the probability of the datum the text be in each word distribution .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:57:01.444957	168	00:06:59.08	00:07:09.25	We are going do tend to guess the distribution that gives the word higher probability and this is likely to maximize the likelihood right so.	we be go do tend to guess the distribution that give the word high probability and this be likely to maximize the likelihood right so .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580796	172	00:07:10.23	00:07:19.79	We're going to choose word that has a higher likelihood. So in other words, we're going to compare these two probabilities.	we be go to choose word that have a high likelihood . so in other word , we be go to compare these two probability .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580797	174	00:07:21.32	00:07:23.66	Of the word given by each distributions.	of the word give by each distribution .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580798	181	00:07:25.05	00:07:43.88	But our guess must also be affected by the prior, so we also need to compare these two priors why? because imagine if we adjust these probabilities, we're going to say the probability of choosing a background model is almost 100%.	but our guess must also be affect by the prior , so we also need to compare these two prior why ? because imagine if we adjust these probability , we be go to say the probability of choose a background model be almost 100 % .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.5808	188	00:07:44.66	00:07:57.58	Now if we have that kind of strong prior, then that would affect your guess. You might think well, wait a moment, maybe text could have been from the background as well, although the probability is very small here.	now if we have that kind of strong prior , then that would affect your guess . you might think well , wait a moment , maybe text could have be from the background as well , although the probability be very small here .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580801	194	00:07:58.32	00:08:12.53	The prior is very high. So in the end we have to combine the two and the bayse formula provides provides us a solid and principled way of making these kind of guess to quantify that.	the prior be very high . so in the end we have to combine the two and the bayse formula provide provide we a solid and principle way of make these kind of guess to quantify that .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 03:59:31.492899	200	00:08:13.33	00:08:27.85	So more specifically, let's think about the probability that this word text has been generated. In fact from theta sub D, The in order "for texture to be generated from two things must happen first.	so more specifically , let 's think about the probability that this word text have be generate . in fact from theta sub d , the in order " for texture to be generate from two thing must happen first .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580804	211	00:08:28.51	00:08:59.81	"The selected, so we have the selection probability here, and Secondly, we also have to actually have observed text from the distribution. So when we multiply the two together, we get the probability that text has in "fact been generated from Similarly, for the background model an. The probability of generating text is another product of similar form.	" the select , so we have the selection probability here , and secondly , we also have to actually have observe text from the distribution . so when we multiply the two together , we get the probability that text have in " fact be generate from similarly , for the background model an . the probability of generate text be another product of similar form .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 04:01:07.566838	217	00:09:00.41	00:09:15.81	We also introduced a latent variable Z here to denote whether the word is from the background or the topic. When Z is zero, it means it's from the topic	we also introduce a latent variable z here to denote whether the word be from the background or the topic . when Z be zero , it mean it be from the topic
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 04:02:06.683867	225	00:09:16.41	00:09:41.78	"theta sub d "it's from the background So now we have the probability that text is generated from each. Then we simply we can simply normalize them to have estimate of the probability that the word text is from "theta sub d	" theta sub d " it be from the background so now we have the probability that text be generate from each . then we simply we can simply normalize they to have estimate of the probability that the word text be from " theta sub d
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580808	228	00:09:42.37	00:09:50.22	And equivalently, the probability that Z is equal to 0 given that the observed evidence is text.	and equivalently , the probability that Z be equal to 0 give that the observe evidence be text .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-02 23:15:08.580809	232	00:09:51.54	00:10:00.49	So this is Application of Bayes rule. But this step is very crucial for understanding the EM algorithm.	so this be Application of Bayes rule . but this step be very crucial for understand the EM algorithm .
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 04:02:51.637365	235	00:10:01.33	00:10:09.51	Because if we can do this, then we would be able to 1st initialize the parameter values	because if we can do this , then we would be able to 1st initialize the parameter value
93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	2020-11-29 04:03:16.171921	244	00:10:10.42	00:10:34.679999	Somewhat randomly, and then we're going to take a guess of these Z values and or which distribution has been used to generate which word and the initialized parameter values would allow us to have a complete specification of the mixture model, which further allows us to apply Bayes rule to infer which distribution is more likely to generate	somewhat randomly , and then we be go to take a guess of these z value and or which distribution have be use to generate which word and the initialize parameter value would allow we to have a complete specification of the mixture model , which far allow we to apply Bayes rule to infer which distribution be more likely to generate
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-02 22:54:19.681178	2	00:00:00.3	00:00:03.18	This lecture is about the contextual text mining.	this lecture be about the contextual text mining .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-02 22:54:19.681183	11	00:00:10.94	00:00:32.7	Contextual text mining is related to multiple kinds of knowledge that we mine from text data. As I'm showing here, is related to topic mining because can make topics associated with context, like a time or location, and similarly it can make opinion mining more contextualized, making opinions connected to context.	contextual text mining be relate to multiple kind of knowledge that we mine from text datum . as I be show here , be relate to topic mining because can make topic associate with context , like a time or location , and similarly it can make opinion mining more contextualize , make opinion connect to context .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-24 17:47:58.983514	22	00:00:33.52	00:00:57.61	It's related to text based prediction because it allows us to combine non text data with text data to derive sophisticated predictors for the prediction problem. So more specifically, why are we interested in contextual text mining? Well that's, first, Because text often has rich context information and this can include direct context such as meta data.	it be relate to text base prediction because it allow we to combine non text datum with text datum to derive sophisticated predictor for the prediction problem . so more specifically , why be we interested in contextual text mining ? well that be , first , because text often have rich context information and this can include direct context such as meta datum .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-02 22:54:19.681193	26	00:00:58.38	00:01:09.81	And also interacted context, so the direct context can include the matter such as time, location, authors, and source of the text data.	and also interact context , so the direct context can include the matter such as time , location , author , and source of the text datum .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-02 22:54:19.681193	27	00:01:10.36	00:01:12.91	And they almost always available to us.	and they almost always available to we .
